home_rest_days,away_rest_days,home_elo,away_elo,win
1,1,1526.6839209308964,1659.8772699796746,1
0,0,1514.8410645267795,1580.1367376011872,1
1,3,1555.012198760721,1575.545788169461,0
2,0,1543.6889464713959,1478.850744518928,0
2,2,1519.411541705909,1477.0949274570548,0
2,2,1544.5293332542044,1383.863566898768,1
1,0,1496.5853523018018,1562.5392182438254,0
3,2,1533.031311617792,1539.284368384703,0
0,0,1441.9084477850913,1602.8797891742627,0
1,0,1529.5764740511304,1483.1336229315066,1
0,3,1553.4734148228808,1488.6576683039682,1
1,3,1446.4254857542237,1513.6036422848508,0
3,1,1504.1465679194278,1571.3518060405677,1
1,3,1450.1117992296513,1382.3827502322017,0
3,3,1457.8794642787109,1558.88449069907,0
1,3,1410.0056515918277,1498.3603550261735,0
2,0,1601.2619940133245,1415.3090185637043,0
1,1,1585.2548139776038,1333.2315397876746,1
1,2,1542.994708338187,1489.0821030497318,1
3,3,1657.7756761555052,1615.8170386619256,0
3,3,1484.8603442745286,1633.9747733393117,0
1,1,1742.5409932088508,1528.4300968536077,1
3,0,1481.7976467709423,1656.9604531073799,0
1,3,1520.4154681404814,1496.5647133634604,0
2,1,1468.1777668847833,1576.2642841314225,1
3,1,1529.7860448048243,1463.9015288874857,0
1,3,1566.8491942308995,1458.8320928572682,0
2,2,1490.8866885557534,1445.799270649549,0
1,1,1642.1375877694097,1335.157684230055,1
0,0,1519.131942770677,1602.967380795753,1
0,1,1521.6388308888158,1448.6694048689587,1
1,3,1427.2801844389026,1435.8848976195843,0
3,1,1533.4799259640308,1405.602265470986,1
0,2,1489.2778223352507,1483.6512450770974,0
1,1,1451.340821653017,1641.0793848447795,1
2,3,1437.882047348131,1667.5023080658175,0
0,3,1713.741070380535,1367.1306499358334,0
2,2,1478.921819985677,1471.6441603218975,0
1,3,1383.4411663374985,1417.2513783925042,0
3,2,1444.142283221394,1579.0670192969217,0
2,1,1495.8745728419028,1522.9274837835142,1
2,2,1543.7333626093189,1449.0744538096133,0
0,3,1544.383721738025,1505.8058464472815,0
1,3,1554.1291641421221,1461.8065102873834,0
3,0,1448.4111754690136,1629.1396875499918,1
0,2,1527.2352354801237,1543.756761201283,0
3,0,1429.9152428711536,1553.585873673315,1
1,2,1450.428561358879,1286.6466017573682,1
2,2,1426.5832820399792,1494.656905693695,1
2,1,1404.9288916321384,1666.6568767247227,0
1,3,1585.1367591086407,1606.0903256029346,0
1,3,1555.088936078311,1352.2328331263757,1
2,0,1578.1332295982504,1474.9259333853124,0
0,0,1503.1450452819438,1403.8784427265023,1
2,0,1562.1446159092118,1636.8881248290297,0
0,3,1359.0968476285964,1519.5422625820727,0
2,2,1569.0470014436285,1438.576355221485,0
2,2,1514.1695864004025,1502.732635483263,1
0,3,1550.1687680119333,1291.4107576745214,1
3,3,1530.401863923889,1413.2030957234738,1
1,0,1421.035587637049,1502.9154980661049,0
3,0,1380.1568179687163,1567.6540294762658,0
0,1,1443.035666705363,1344.6948703522128,1
0,1,1545.193382501833,1469.5075753838057,0
1,2,1555.2073132140317,1580.7748590815058,0
0,0,1390.564617809451,1383.8837340501382,0
1,1,1421.5120506025428,1518.334626782734,0
2,0,1442.141145124733,1505.2779602484802,0
0,0,1471.4155951786547,1637.1504256285282,0
2,0,1391.0359335317878,1481.5891045510689,0
0,0,1386.2358587087895,1486.2719521299944,0
0,2,1434.2531762873957,1568.3967802531752,0
2,1,1506.9003068980005,1393.8921065560523,1
3,1,1405.5524528197207,1482.3293434759314,0
0,1,1490.7357192022587,1463.5419991327592,0
1,2,1584.6842252913452,1488.887054983592,1
3,3,1395.857621006919,1567.8725159170272,1
3,2,1483.484339327157,1544.3329188065738,0
2,2,1581.9805387000617,1440.1054153177058,1
1,2,1466.5385287708953,1510.935936266177,1
1,2,1454.1064247313266,1619.235329128042,0
2,0,1593.079665144518,1433.4907440962156,1
2,3,1475.503833682276,1511.613342431761,0
1,0,1588.3596020164455,1484.5471458449097,0
0,1,1534.3172312901759,1494.9595987330579,0
0,2,1472.572427767213,1369.5473902200479,1
3,1,1538.3752424478025,1612.8610283449764,0
1,0,1525.635961107683,1438.0518479289453,1
1,3,1581.6706256801979,1582.0857576122826,0
1,0,1456.1323569707986,1450.289871356199,1
3,0,1503.2964853425296,1449.959627848339,1
0,3,1495.078745631629,1597.0498600372373,0
0,2,1556.3318513311829,1579.5107682782339,1
1,0,1417.985664444466,1516.6932719171186,0
1,3,1581.3581638590285,1560.8920439845056,0
2,3,1537.3063017736333,1476.915777579488,1
1,0,1394.6459941093642,1499.330589782489,0
1,1,1596.66102603844,1447.0700486028945,0
3,1,1678.7274464638185,1572.3251959440208,0
0,0,1580.1467175639527,1444.5269335066118,1
2,0,1614.1587813781175,1618.8125075950281,1
2,0,1506.829710528207,1474.733266534414,1
1,0,1367.0796064209192,1501.6406851213067,0
3,1,1352.470363906598,1560.6982416523467,0
1,1,1520.4065635094207,1501.9091536951667,0
3,0,1452.6416953816015,1476.167334857175,1
1,1,1426.833897733812,1497.5981241753223,0
2,0,1494.980265282506,1571.5054682846066,0
2,3,1549.246823028903,1446.9718222290635,1
3,0,1383.7793962590283,1489.901039418139,0
1,3,1464.0897903775692,1500.822938186998,0
1,2,1620.7896546496252,1569.1668156422124,0
0,3,1413.97692958229,1492.012370090285,1
1,2,1569.5808949731966,1644.6639275594978,0
3,1,1461.2215390760805,1487.4769137827923,1
0,2,1543.6635007879963,1480.9853089275775,0
3,1,1587.7862005762295,1486.3174302705816,1
2,0,1559.3025413588018,1394.6686857073591,1
0,1,1572.73276817711,1417.0618522593052,1
1,1,1407.8725173273635,1457.5466488208726,0
2,0,1589.092776539304,1590.8663879080104,1
1,0,1431.7845508292144,1497.3499152510392,0
0,3,1520.763341245723,1461.2284648307434,0
2,2,1520.659694959778,1598.1227796485277,0
2,1,1538.8098047095664,1624.0941706313808,1
0,3,1526.9565340848153,1600.4305968726208,1
1,0,1432.4952017180221,1431.7528002211875,1
0,1,1392.0106070163426,1460.3801103845076,0
2,3,1569.7878943969415,1645.0988856251774,0
2,2,1514.8667662015132,1519.2911753600017,0
2,1,1591.9501472766253,1478.5898348083138,1
3,1,1496.4213652649705,1557.467836906467,1
3,0,1387.5868511458432,1580.583925388649,1
1,0,1577.2903744803284,1454.284034325739,0
0,0,1470.3703512271115,1517.5551966895946,1
2,3,1527.3602765936816,1574.1248055373646,1
3,2,1448.2032457216385,1407.1770283232117,0
3,1,1631.5441368186953,1500.987636594091,1
0,3,1429.8748140653443,1410.8488277559427,1
0,0,1473.005619671506,1421.3135602458551,0
0,0,1508.5958962157854,1454.9519938015756,1
0,1,1412.6254138330432,1538.1695630303577,1
2,3,1526.4415622870076,1474.2381897089492,1
2,2,1628.9528381973992,1448.1265500025274,1
1,3,1460.7630271445032,1504.1243650659967,0
1,0,1531.611425522538,1408.2429817386856,1
3,3,1280.0451691169155,1534.3042574267129,0
1,0,1496.8856639612127,1590.5109409566649,1
3,0,1474.9566171259037,1493.663676720959,0
3,2,1434.520191807169,1483.7880805359832,0
1,0,1586.5160375702826,1529.8752282572455,1
0,3,1473.9005054700938,1337.7224464934764,0
3,3,1485.801801032513,1542.9453965278294,0
2,2,1469.8245700168743,1748.150864299589,0
1,1,1346.654730258794,1490.1859023108223,1
2,0,1409.4410847938432,1490.4699973026936,0
2,2,1576.8874788896173,1559.4885600079747,1
3,2,1331.2039482496023,1631.626613455837,0
1,3,1438.6947720307435,1577.9974275547308,0
3,2,1468.022395496819,1327.5514497133158,1
3,0,1639.4897493833253,1545.0719070130197,0
0,0,1561.4883012397095,1705.754411619334,0
0,3,1455.426357835752,1549.7952837407572,0
2,0,1604.361095769244,1407.63184693826,1
0,3,1440.7587343599105,1522.5463699534891,1
1,0,1580.7279842987205,1397.5450198927147,1
1,2,1391.2898203261589,1598.6242951415088,1
3,3,1585.8606265431326,1423.529392957766,0
3,1,1467.5093083623212,1505.939490775362,1
0,0,1417.7196607246983,1431.3775998406522,0
3,3,1482.6285109538949,1456.2841553961607,0
0,0,1522.187534377617,1618.8920516688395,0
2,2,1460.420125557943,1508.2765731914958,1
3,3,1544.316280479626,1455.2638021019425,1
3,2,1453.3604893068746,1408.3817623290622,0
0,0,1549.6297915145087,1350.263881088045,1
3,3,1535.377764962928,1399.8975493181852,1
0,0,1495.126155623365,1508.9567393155503,0
2,2,1464.689415010724,1578.4187014978131,1
1,2,1512.1232636612212,1455.171880606224,0
1,1,1544.020299442696,1625.6434880575212,0
0,1,1664.9439322185287,1442.5999662217419,1
3,0,1575.1536337438545,1480.9590621696098,0
1,3,1578.0791959852672,1413.6338623730198,1
2,0,1747.0809755888226,1579.2609387654284,0
1,1,1541.2766781414275,1667.8008491235655,0
1,2,1538.7714809049362,1359.0546431251041,1
3,2,1556.3212059457323,1472.3070345092242,1
0,2,1419.2827217929398,1601.182387764003,1
2,2,1464.4878690864996,1384.2443582859519,0
2,2,1459.5064586646133,1545.334712557687,0
1,3,1551.8091181775649,1597.7177760166057,1
1,1,1486.066035022304,1506.258305148547,0
0,3,1511.0578740379442,1544.0210456752106,1
3,3,1586.996369611877,1640.8721908902087,0
3,3,1569.052059096331,1655.8741243280917,0
0,3,1487.0623197567002,1495.0426229572413,1
0,3,1446.4003922497423,1457.4097720560615,0
0,0,1590.8219785322551,1426.4015911141043,1
0,3,1561.9112944727892,1578.157132034297,0
3,2,1371.4994545363695,1390.2579553767225,0
3,1,1474.9476848873376,1479.7940769607037,0
0,2,1513.241236961341,1508.2151816763574,0
2,1,1562.3063773696824,1459.7597989824997,0
0,2,1572.8081195951818,1522.3856212015298,1
1,3,1522.7124800940378,1705.1610654634205,0
2,0,1546.8198025087086,1490.2721127722766,1
2,1,1505.1309441902522,1465.167549805809,0
3,3,1446.0918649455552,1581.2265459505481,1
0,1,1479.0988487166996,1519.1666915316418,0
0,3,1501.5192949312086,1615.14686169691,0
1,0,1497.2256599985128,1513.1750095855775,1
1,2,1349.1541676445224,1480.1261433623174,0
3,3,1468.2013332056456,1357.3020089524357,1
3,3,1504.496452247132,1370.4212244950609,1
1,0,1477.490400647544,1353.1441047658318,1
3,3,1480.2540963590732,1530.3471333027392,0
1,1,1539.039309664367,1391.0200416106031,1
2,1,1413.6834250361094,1600.4461892735505,1
1,1,1369.7566228839032,1502.4197251884764,0
0,2,1472.146416733066,1480.4650464718666,1
3,2,1561.1291524401431,1432.491593983653,1
0,1,1635.004243158931,1549.7806998616165,1
0,0,1562.5702591275792,1435.6401744366071,1
0,3,1382.5388992104922,1421.1697596744095,1
1,0,1481.4106208498583,1595.067993648428,1
0,0,1520.5307504865223,1528.3696928620018,0
0,2,1514.2072893538873,1481.2056457401382,0
2,1,1543.14436423543,1551.3146387786974,0
3,2,1426.636084283139,1500.714549848856,0
0,3,1505.1954470040594,1530.6410520361346,1
1,0,1533.6258263820903,1434.6521678099637,1
2,1,1566.0536762642928,1665.6318887128498,0
3,2,1435.5425466709767,1453.630402585902,0
2,3,1472.3874506205682,1624.4813061559983,0
3,2,1283.6945855941328,1484.890492055642,1
2,1,1450.283042593778,1564.567769252397,0
1,2,1458.0468085623165,1558.737879922091,1
0,3,1418.4332393466045,1591.7481404120037,0
3,1,1513.2489720186122,1432.7501034268685,1
3,3,1495.5243654363785,1586.050832102309,0
0,3,1319.2628897937911,1647.7151880729152,0
2,1,1517.2406375441406,1479.3045616606514,0
0,0,1425.7340695368778,1502.7764853713697,1
2,3,1538.8551167352412,1458.1242686015876,1
3,0,1397.4519001817068,1472.285099825192,1
0,1,1502.4005230824753,1636.913823914599,0
1,0,1477.3469336890796,1419.6612379095836,1
0,2,1524.2481507960265,1424.6304942519382,1
2,1,1509.9757822121078,1628.87207491315,0
3,2,1479.5868659982837,1549.963874071069,1
0,3,1377.0982148764604,1669.629619923402,0
1,3,1381.8233629231174,1463.9649089739316,0
3,3,1453.2890448726225,1510.1024909790056,0
1,0,1499.337609285633,1447.1458444982557,0
0,1,1451.3401642240706,1511.4640934918157,1
1,0,1550.0169544463572,1358.0722642172557,1
2,3,1477.6623264630653,1554.7963645324007,0
2,2,1422.7989820176392,1525.877926679387,1
1,1,1477.7522965609674,1495.3956270027265,0
3,2,1518.0687869053243,1468.7708540320268,1
2,2,1525.9907775059667,1428.419681010552,0
1,1,1650.2703305594503,1558.2170329626208,0
3,1,1446.4872527997265,1406.3128011437275,1
3,0,1494.121707072768,1540.9516729639395,1
1,1,1534.0899157455542,1665.9561115847566,1
0,1,1498.1261632639348,1618.8417190915438,0
2,3,1459.9505483209077,1379.5897645863477,0
2,3,1376.0594258924605,1457.0609551725358,0
0,3,1459.1332352757588,1533.716059244427,0
2,0,1414.1038069825759,1494.377446238852,1
3,3,1361.8714655100978,1388.0475425374063,0
0,1,1436.345692666353,1530.8252761178792,0
2,1,1416.2326623386837,1499.198648390696,1
0,3,1546.702923623436,1653.1460326883025,0
2,3,1548.0873469931435,1479.7417037906043,1
1,0,1427.68965683353,1593.4402708261273,0
0,1,1479.1817095549502,1398.632927749602,0
3,2,1351.340587030997,1417.7592561682793,1
0,2,1460.4528039853844,1557.7329567847592,0
2,1,1531.9185520561878,1586.69846244859,0
0,2,1565.9950311691282,1423.4085819140487,0
3,3,1442.9562334646948,1501.926192518713,1
2,0,1584.1483888422015,1389.4736661176737,1
3,2,1378.7446462789223,1485.5024138955616,0
1,2,1400.1897760684965,1566.95382284993,1
1,3,1556.77294925103,1465.2033200691085,1
2,1,1633.6896982850599,1480.0772235244958,1
3,0,1539.4745590546956,1409.616368136316,1
3,2,1496.772609077279,1448.131326910006,1
0,2,1324.3853002782234,1640.648873297147,0
2,1,1338.2042355165217,1505.8339913373707,0
0,3,1510.3527629516695,1419.8153786679522,0
1,3,1471.354986434306,1474.8182440065607,0
3,0,1411.5331854278306,1372.205790306675,0
1,3,1505.2426064664041,1418.867224628783,1
3,0,1509.2105094006247,1608.8271791237162,1
1,1,1575.5532694832218,1488.6014060490716,0
0,0,1510.928182641016,1651.2584140880965,0
1,1,1598.2715494667507,1492.3721729203155,0
2,3,1500.6395223639051,1497.1217043046804,0
3,1,1490.7732004154132,1551.27153268337,1
2,2,1585.1449748997745,1286.192993422448,1
3,0,1421.7247295966852,1516.3951458922859,0
3,2,1725.1557962612928,1496.0810809551238,1
3,1,1530.020598253339,1618.8831114812117,0
2,2,1530.466340227014,1577.1743515330893,0
1,3,1542.0076779178078,1409.3046651562559,0
1,2,1650.1709180265314,1599.3710894902065,1
0,0,1563.4005929338086,1479.0148379535203,0
1,1,1371.595521679686,1427.6437418963164,1
3,0,1612.2776307814004,1515.7682600696962,0
1,1,1472.7282736443985,1483.7784515468945,1
0,0,1508.572405827146,1623.077225122282,0
2,2,1397.6596822259787,1527.2497622792969,0
3,1,1542.0961614499117,1516.4527136708805,1
3,0,1447.890056794596,1572.0517666284352,0
1,0,1508.013571039478,1587.429729447417,1
1,3,1477.2720795711373,1562.688407543784,0
2,3,1654.0010241388682,1613.5570778251963,0
0,3,1658.580824011647,1548.694593033103,0
1,0,1503.7210536171792,1513.4121171781362,1
0,1,1505.1182169095084,1599.1337649670422,0
3,3,1470.1245626920388,1492.7283087934288,0
2,2,1588.4805033202229,1502.659721307573,0
3,0,1473.6864103733299,1637.7261533837532,0
3,0,1466.293018028344,1629.7539302364185,1
3,1,1578.2874290931973,1499.3459354461343,0
0,3,1456.9360723746681,1463.7158738155506,0
3,0,1496.9795972441175,1617.0538800166798,1
0,3,1373.4951374791206,1564.0334686332171,0
1,2,1556.3352276098533,1525.246500335789,1
2,3,1655.2693551345494,1474.2501831848044,0
1,3,1557.6980298239835,1526.5357262971675,1
0,1,1616.9439334037843,1498.2633232089838,0
0,3,1432.3118291058136,1446.8529456341603,0
3,0,1518.905942562256,1510.3233862869788,0
1,1,1424.547206050449,1521.2339236511687,0
1,0,1481.7787563534926,1469.9683946463815,0
3,0,1561.7769181882004,1572.3060550887615,1
0,0,1508.145649048264,1603.106591384879,0
3,0,1386.9887181919023,1577.591815492433,0
3,0,1394.7976715569798,1477.9001291828804,0
2,1,1389.5068854807382,1560.4657203350698,0
0,0,1539.3162071951672,1506.2369117968033,1
0,0,1665.1115628525336,1401.1403217147238,1
1,3,1608.9966595200171,1553.8183502798197,0
2,0,1348.3211840683148,1511.690531276556,0
0,0,1613.6860750455828,1707.4838401655447,0
1,0,1574.9120333611718,1616.5816690622848,0
0,0,1376.3760043576995,1556.892012554762,1
2,2,1475.7438706631601,1519.9336401030544,0
0,3,1587.6417929196648,1513.0977804046415,1
2,2,1544.034680874783,1419.7048477093513,1
0,2,1395.2723958089612,1360.8810218240071,1
0,0,1548.8593724636955,1430.1952712734749,0
0,3,1328.999952313553,1496.1826385463655,0
3,0,1482.1742259394232,1331.5568577432814,1
0,2,1591.0365415520039,1456.4542566181801,1
1,1,1501.4715372457056,1480.190957350046,1
2,3,1460.0849960030444,1482.7658757211634,1
2,1,1571.1477003017878,1447.0621121449485,0
2,2,1577.9801452069264,1472.678894849488,1
3,1,1604.803175429356,1637.911506249909,0
1,2,1569.947394275711,1552.9716225192483,1
3,3,1586.5099835149717,1455.1759378481481,1
1,2,1558.6326845950027,1494.5321769310428,1
3,1,1521.2422919293178,1497.7349331478185,1
2,1,1507.160719981105,1438.563565300788,1
2,2,1481.0192224722077,1438.4695825804915,1
3,1,1403.010536555222,1580.841921626137,1
3,0,1423.5750792944152,1466.4172497986547,0
3,1,1477.4388414451832,1412.4242890375303,1
2,0,1519.3161727681943,1496.5487724744446,1
0,0,1615.265007840341,1509.44078025033,1
1,1,1496.656221769959,1342.183662064493,0
0,3,1580.278103270213,1496.7402913746246,0
3,3,1586.3452525145697,1569.438394747861,0
0,1,1481.4842561848968,1536.0983508417467,0
0,1,1547.5752169096147,1678.3836092155977,0
0,0,1480.5177566620112,1600.0887585849744,0
2,3,1605.7708715262781,1615.9147219800682,0
2,0,1550.8674670612745,1724.0068748731462,0
3,3,1404.7612996249316,1560.652500941968,1
1,3,1512.9219721723077,1513.0456166346162,0
1,2,1631.8489729459104,1577.8992234745065,1
0,1,1485.501517236264,1455.2610853284004,1
0,3,1535.8172024076055,1508.6149055595974,0
1,2,1543.6703070191315,1448.1817885537348,1
3,2,1417.070168066832,1531.8387646050305,0
2,3,1540.8566359370811,1447.8472729584144,0
3,3,1388.49318783723,1445.0457200110625,0
0,0,1449.9500714878884,1533.0778634484404,1
0,3,1586.0578373995354,1488.9830847375547,0
3,3,1528.5405032246686,1345.7983091426602,0
0,0,1475.6417753802777,1383.5554462950329,1
0,1,1535.716881699615,1408.218680683083,1
1,3,1495.1926201795895,1429.362247510882,0
3,0,1501.0062801881465,1533.153866358291,0
2,1,1552.545482137611,1517.5151077657308,1
0,2,1441.8105807472693,1585.222349735936,0
3,2,1503.2269124443753,1560.2241458353417,0
3,3,1475.0185444314677,1585.7522364946126,1
3,0,1373.1517300319795,1548.67169531673,1
3,1,1426.363539500056,1516.7743447273192,0
0,3,1625.4565157651066,1587.9481393830124,1
